age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
35,Private,19,Service, Some-college,13, Never-married, White, Male, United-States,0
29,Private,40,Admins, Bachelors,16, Never-married, White, Female, United-States,0
35,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
70,Private,39,Service, 10th,9, Married-civ-spouse, White, Male, United-States,0
65,Private,40,Service, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
36,Private,39,Technical, HS-grad,12, Never-married, White, Female, United-States,0
53,Private,39,Service, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
49,Government,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
60,Private,40,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
18,Private,40,Service, 11th,10, Never-married, White, Male, United-States,0
21,Private,39,Service, Some-college,13, Never-married, White, Male, Italy,0
42,Private,40,Logistics, 10th,9, Never-married, Black, Male, United-States,0
25,Government,39,Professionals, Masters,17, Never-married, White, Female, United-States,0
32,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
25,Self-Employed,61,Sales, HS-grad,12, Married-civ-spouse, White, Male, ?,0
47,Private,40,Admins, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
30,Private,40,Professionals, Assoc-voc,14, Never-married, White, Female, United-States,0
21,Private,40,Service, Assoc-acdm,15, Never-married, White, Female, United-States,0
38,Self-Employed,61,Farming, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
34,Private,59,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
37,Private,39,Service, Assoc-acdm,15, Never-married, White, Female, United-States,0
56,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
52,Government,40,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
29,Government,40,Security, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
45,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
23,Government,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
45,Private,61,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
30,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
45,Private,59,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
26,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,0
24,Private,40,Service, Some-college,13, Never-married, White, Female, ?,0
43,Private,40,Professionals, Masters,17, Widowed, White, Male, United-States,1
42,Private,40,Service, HS-grad,12, Divorced, White, Male, United-States,0
72,Private,29,Admins, Some-college,13, Widowed, White, Female, United-States,0
21,Private,40,Service, Some-college,13, Never-married, White, Female, United-States,0
57,Private,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
24,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
27,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
54,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
42,Government,61,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
17,Private,40,Service, 9th,8, Never-married, Black, Male, United-States,0
48,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
39,Private,40,Sales, Bachelors,16, Divorced, White, Female, United-States,0
41,Self-Employed,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
50,Private,39,Service, 7th-8th,7, Married-civ-spouse, White, Female, ?,0
57,Private,40,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
44,Government,39,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
20,Private,29,Service, HS-grad,12, Never-married, White, Female, United-States,0
49,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Private,59,Professionals, Assoc-acdm,15, Never-married, Black, Female, United-States,0
42,Private,40,Craft, Assoc-voc,14, Never-married, White, Male, United-States,0
18,Private,19,Service, Some-college,13, Never-married, White, Male, United-States,0
18,Private,19,Service, 12th,11, Never-married, White, Male, United-States,0
51,Private,40,Technical, HS-grad,12, Widowed, Black, Female, United-States,0
28,Private,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
39,Private,40,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Female, United-States,1
25,Private,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
41,Private,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
39,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
42,Self-Employed,39,Service, 11th,10, Separated, White, Female, United-States,0
33,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
63,Private,40,Service, 10th,9, Married-civ-spouse, White, Male, United-States,0
47,Private,40,Sales, Some-college,13, Divorced, White, Female, United-States,1
27,Government,61,Security, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
39,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
20,Private,40,Farming, Some-college,13, Never-married, White, Male, United-States,0
49,Private,40,Service, HS-grad,12, Never-married, White, Female, United-States,0
70,Private,29,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
46,Private,39,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
47,Private,39,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
35,Private,40,Craft, 9th,8, Never-married, White, Male, United-States,0
24,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
22,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
43,Private,39,Service, Bachelors,16, Divorced, White, Female, United-States,0
60,Government,40,Professionals, Masters,17, Married-civ-spouse, White, Male, ?,1
53,Private,40,Technical, 11th,10, Married-civ-spouse, White, Male, United-States,1
47,Private,40,Professionals, Some-college,13, Divorced, White, Female, United-States,0
34,Private,40,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
37,Private,40,Service, Assoc-voc,14, Never-married, White, Male, United-States,0
35,Private,39,Service, HS-grad,12, Never-married, White, Male, United-States,0
23,Private,40,Professionals, Some-college,13, Never-married, White, Female, United-States,0
27,Private,19,Service, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
29,Private,59,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
23,Private,40,Craft, Some-college,13, Never-married, White, Male, United-States,0
35,Private,39,Service, HS-grad,12, Divorced, White, Female, United-States,0
18,Private,19,Service, HS-grad,12, Never-married, White, Female, United-States,0
27,Government,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
56,Private,29,Service, Some-college,13, Divorced, White, Female, United-States,0
40,Private,61,Admins, HS-grad,12, Never-married, White, Female, United-States,0
31,Private,61,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
18,Private,40,Sales, Some-college,13, Never-married, White, Male, United-States,0
25,Private,40,Professionals, Assoc-acdm,15, Never-married, White, Female, United-States,0
36,Private,40,Security, Some-college,13, Never-married, Black, Female, United-States,0
38,Private,40,Craft, 10th,9, Divorced, White, Male, United-States,0
52,Private,40,Craft, HS-grad,12, Widowed, White, Male, United-States,0
23,Private,39,Service, HS-grad,12, Never-married, White, Male, Mexico,0
48,Self-Employed,39,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
34,Private,39,Service, HS-grad,12, Never-married, Black, Female, United-States,0
46,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
26,Private,40,Security, HS-grad,12, Married-spouse-absent, White, Male, United-States,0
47,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Private,19,Service, Some-college,13, Never-married, White, Female, United-States,0
65,Private,40,Professionals, Bachelors,16, Divorced, White, Male, United-States,0
31,Government,40,Logistics, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
38,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
68,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
26,Private,40,Admins, Bachelors,16, Never-married, Asian-Pac-Islander, Female, Hong,0
42,Private,40,Service, HS-grad,12, Divorced, White, Male, United-States,0
49,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
42,Private,40,Admins, Bachelors,16, Married-civ-spouse, Asian-Pac-Islander, Female, Philippines,1
39,Private,61,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
31,Self-Employed,40,Craft, 9th,8, Married-civ-spouse, White, Male, United-States,0
28,Government,29,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
36,Private,59,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
42,Government,40,Professionals, Some-college,13, Married-civ-spouse, White, Female, United-States,1
62,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Private,29,Farming, HS-grad,12, Never-married, White, Male, United-States,0
21,Private,29,Admins, Some-college,13, Never-married, Other, Female, Cuba,0
60,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
22,Private,29,Service, Some-college,13, Never-married, White, Female, United-States,0
30,Private,40,Craft, 10th,9, Married-civ-spouse, White, Male, United-States,0
64,Private,40,Admins, HS-grad,12, Widowed, White, Female, United-States,0
28,Private,29,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
41,Self-Employed,40,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
25,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
27,Private,40,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
40,Private,40,Technical, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,0
58,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
31,Private,61,Professionals, Prof-school,18, Never-married, White, Female, United-States,0
50,Government,40,Logistics, HS-grad,12, Widowed, White, Female, United-States,0
27,Private,40,Service, HS-grad,12, Separated, White, Male, United-States,0
31,Private,40,Service, HS-grad,12, Never-married, Amer-Indian-Eskimo, Male, United-States,0
50,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
45,Private,40,Security, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
33,Private,40,Security, 12th,11, Never-married, Black, Male, United-States,0
62,Private,40,Admins, Some-college,13, Divorced, White, Male, United-States,0
38,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, Poland,0
19,Private,39,Service, Some-college,13, Never-married, White, Female, United-States,0
30,Private,39,Service, 11th,10, Married-civ-spouse, Black, Female, United-States,0
38,Private,29,Sales, Some-college,13, Divorced, White, Female, United-States,0
42,Self-Employed,61,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
49,Self-Employed,29,Sales, Some-college,13, Divorced, White, Male, United-States,0
53,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
45,Government,40,Craft, Some-college,13, Married-civ-spouse, White, Male, Mexico,1
24,Private,40,Admins, Some-college,13, Never-married, Black, Female, United-States,0
29,Private,39,Admins, Assoc-voc,14, Never-married, White, Female, United-States,0
24,Private,39,Sales, Some-college,13, Never-married, White, Female, United-States,0
38,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, ?,1
25,Self-Employed,59,Logistics, Assoc-voc,14, Never-married, White, Male, United-States,0
51,Government,40,Craft, 10th,9, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States,0
17,Private,29,Service, 11th,10, Never-married, White, Female, United-States,0
19,Private,19,Admins, Some-college,13, Never-married, White, Female, United-States,0
38,Private,59,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
60,Private,40,Service, HS-grad,12, Divorced, White, Female, United-States,0
29,Self-Employed,40,Sales, HS-grad,12, Never-married, White, Male, United-States,0
66,Private,40,Service, Some-college,13, Widowed, Black, Female, United-States,0
28,Government,40,Service, 10th,9, Married-civ-spouse, Amer-Indian-Eskimo, Female, United-States,0
36,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, Ecuador,1
57,Private,19,Service, HS-grad,12, Married-civ-spouse, Other, Male, Columbia,0
24,Private,40,Craft, Assoc-acdm,15, Never-married, White, Male, United-States,0
43,Private,39,Admins, Assoc-acdm,15, Never-married, White, Female, United-States,0
29,Self-Employed,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
67,Self-Employed,29,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
20,Private,40,Security, HS-grad,12, Never-married, White, Male, United-States,0
21,Private,29,Service, Some-college,13, Never-married, Asian-Pac-Islander, Male, United-States,0
20,Private,40,Service, 10th,9, Never-married, White, Male, United-States,0
42,Private,61,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
